k,cell_type_plot,broad_cluster
15,Bergmann glial cell,0
15,CD14+ monocyte,0
15,"CD14+, CD16+ monocyte",0
15,"CD14+, CD16- clas. monocyte",0
15,"CD14-low, CD16+ monocyte",0
15,CD1c+ myeloid dendritic cell,0
15,L6b glutamatergic cortical neuron,0
15,Schwann cell,0
15,alternatively activated macrophage,0
15,alveolar macrophage,0
15,alveolar type 1 fibroblast cell,0
15,alveolar type 2 fibroblast cell,0
15,astrocyte,0
15,basal cell,0
15,basal cell of epithelium of trachea,0
15,blood vessel endothelial cell,0
15,bronchus fibroblast of lung,0
15,capillary endothelial cell,0
15,cardiac muscle cell,0
15,cardiac neuron,0
15,caudal ganglionic eminence der. GABAergic cortical interneuron,0
15,central nervous sys. macrophage,0
15,chandelier pvalb GABAergic cortical interneuron,0
15,ciliated columnar cell of tracheobronchial tree,0
15,clas. monocyte,0
15,club cell,0
15,conventional dendritic cell,0
15,corticothalamic-project. glutamatergic cortical neuron,0
15,dendritic cell,0
15,double negative thymocyte,0
15,"double+, alpha-beta thymocyte",0
15,elicited macrophage,0
15,endothelial cell,0
15,endothelial cell of artery,0
15,endothelial cell of lymphatic vessel,0
15,enteric smooth muscle cell,0
15,enterocyte,0
15,enteroendocrine cell,0
15,ependymal cell,0
15,epith. cell of proximal tubule,0
15,fallopian tube secretory epith. cell,0
15,fibroblast of cardiac tissue,0
15,foveolar cell of stomach,0
15,glutamatergic neuron,0
15,goblet cell,0
15,granulocyte,0
15,granulosa cell,0
15,inflammatory macrophage,0
15,intermediate monocyte,0
15,intestine goblet cell,0
15,keratinocyte,0
15,kidney collecting duct intercalated cell,0
15,kidney collecting duct principal cell,0
15,kidney connecting tubule epith. cell,0
15,kidney distal convoluted tubule epith. cell,0
15,kidney interstitial fibroblast,0
15,kidney loop Henle thick asc. limb epith. cell,0
15,kidney loop Henle thin asc. limb epith. cell,0
15,kidney loop Henle thin des. limb epith. cell,0
15,lamp5 GABAergic cortical interneuron,0
15,luminal epith. cell of mammary gland,0
15,lung macrophage,0
15,lung pericyte,0
15,macrophage,0
15,mesothelial cell,0
15,microglial cell,0
15,monocyte,0
15,mucous neck cell,0
15,myoepithelial cell of mammary gland,0
15,nasal mucosa goblet cell,0
15,near-project. glutamatergic cortical neuron,0
15,neuron,0
15,neutrophil,0
15,non-classical monocyte,0
15,oligodendrocyte,0
15,oligodendrocyte pre. cell,0
15,paneth cell,0
15,pericyte,0
15,plasmacytoid dendritic cell,0
15,promonocyte,0
15,pulmonary artery endothelial cell,0
15,pvalb GABAergic cortical interneuron,0
15,respiratory basal cell,0
15,respiratory hillock cell,0
15,retina horizontal cell,0
15,retinal cone cell,0
15,retinal ganglion cell,0
15,retinal rod cell,0
15,smooth muscle cell,0
15,sst GABAergic cortical interneuron,0
15,tracheal goblet cell,0
15,tracheobronchial smooth muscle cell,0
15,type I pneumocyte,0
15,type II pneumocyte,0
15,vascular assoc. smooth muscle cell,0
15,vein endothelial cell,0
15,vip GABAergic cortical interneuron,0
15,"CD16+, CD56-dim NK cell",1
15,"CD16-, CD56-bright NK cell",1
15,CD4+ helper T cell,1
15,"CD4+, alpha-beta T cell",1
15,"CD4+, alpha-beta cytotoxic T cell",1
15,"CD4+, alpha-beta mem. T cell",1
15,"CD8+, alpha-beta T cell",1
15,"CD8+, alpha-beta cytotoxic T cell",1
15,"CD8+, alpha-beta mem. T cell",1
15,"CD8-alpha-alpha+, lpha-eta intraepith. T cell",1
15,L2/3-6 IT projecting neuron,1
15,NK cell,1
15,T cell,1
15,T follicular helper cell,1
15,T-helper 17 cell,1
15,T-helper 22 cell,1
15,"activated CD4+, alpha-beta T cell",1
15,"activated CD8+, alpha-beta T cell",1
15,alpha-beta T cell,1
15,amacrine cell,1
15,astrocyte of the cerebral cortex,1
15,"central mem. CD4+, alpha-beta T cell",1
15,"central mem. CD8+, alpha-beta T cell",1
15,double negative T regulatory cell,1
15,"effector CD8+, alpha-beta T cell",1
15,"effector mem. CD4+, alpha-beta T cell",1
15,"effector mem. CD8+, alpha-beta T cell",1
15,"effector mem. CD8+, alpha-beta T cell, term. diff.",1
15,exhausted T cell,1
15,gamma-delta T cell,1
15,innate lymphoid cell,1
15,intraepithelial lymphocyte,1
15,leukocyte,1
15,lymphocyte,1
15,lymphoid lineage restricted progenitor cell,1
15,mature NK T cell,1
15,mature T cell,1
15,mature alpha-beta T cell,1
15,mature gamma-delta T cell,1
15,mem. T cell,1
15,mucosal invariant T cell,1
15,naive T cell,1
15,"naive thym.-der. CD4+, alpha-beta T cell",1
15,"naive thym.-der. CD8+, alpha-beta T cell",1
15,platelet,1
15,regulatory T cell,1
15,renal interstitial pericyte,1
15,sncg GABAergic cortical interneuron,1
15,B cell,2
15,IgA plasma cell,2
15,IgG plasma cell,2
15,class switched mem. B cell,2
15,erythroblast,2
15,erythrocyte,2
15,hematopoietic stem cell,2
15,immature B cell,2
15,immature innate lymphoid cell,2
15,mast cell,2
15,mature B cell,2
15,megakaryocyte-erythroid progenitor cell,2
15,mem. B cell,2
15,naive B cell,2
15,plasma cell,2
15,plasmablast,2
15,pre. B cell,2
15,pro-B cell,2
15,transitional stage B cell,2
