perm_mean_abs_corr,perm_mean_signed_corr
0.4446898865584203,0.24516600828354926
0.4500426193385249,0.24834014757009812
0.4642404755015912,0.25325495682576615
0.46916690083486395,0.26188249436312633
0.46069408536970524,0.2744355426961726
0.4514358498927765,0.2320232467809728
0.4635597206025197,0.27402660777987126
0.44938014477495447,0.24360017200631612
0.4574943951149482,0.24788298538413248
0.4637597839882856,0.27934568824455386
0.4544366346228836,0.236874469634742
0.4572199021651923,0.264389538992325
0.4678306553343578,0.2844051511385232
0.4406074149626426,0.2275094669481662
0.46173377860218473,0.2711520719282553
0.4569052596204692,0.24072664924608117
0.4479014865209477,0.26336674838583546
0.4546063311346796,0.26837765820347753
0.4579597607252444,0.2729221163941994
0.4610247666217568,0.2755094892078014
0.462430956683219,0.261207621514012
0.4598658980265023,0.24607877570289663
0.4514091945167587,0.28584576449280885
0.464156252309053,0.2718178819838103
0.43713027096164775,0.22915771155636394
0.4587494180169681,0.26270881629335785
0.46678095717984097,0.25708115866487574
0.44960627770142353,0.2689812303688102
0.45529948489244415,0.26174399628966427
0.4386995686207998,0.2647221436407538
0.45625528731588305,0.27615326281306224
0.46684277773865085,0.2758709966140323
0.45608205060192547,0.28314984014160394
0.4531058588762177,0.2529732153975163
0.46464451214641384,0.29837190189739576
0.43611725591471084,0.2162809465876385
0.4521132889324453,0.2726839416675586
0.4698907637983844,0.28894778558069
0.4385708187997933,0.2597981596754129
0.4755649017920811,0.29181189389538215
0.4632165254354438,0.27545736949689986
0.4371879603863393,0.22910040592960412
0.4483784736082878,0.25706862187016066
0.46380956688903924,0.2625347519520678
0.44975434674314285,0.20708368941365435
0.4737560281406253,0.2628800877828499
0.45058511790042344,0.24655773390656693
0.46289736412806454,0.3003244705234445
0.45092942802370084,0.24894601624557114
0.45393680245366663,0.27278648619372325
0.4393561165595694,0.25468537365253774
0.46913401474704464,0.2814611212960657
0.45370186646110666,0.25290101600345105
0.4748130572436292,0.28794796580655707
0.452745569231646,0.27960194448802483
0.45491224011540204,0.2844377559970878
0.4512681497470901,0.2676957868232334
0.4530002794886913,0.24278374174924278
0.44702941723247025,0.25818166874556076
0.44905945966562677,0.2490622914211046
0.4583512876049892,0.28248580152032926
0.4546633722218461,0.260014557841531
0.45280217107812515,0.28213419695268127
0.4658537546477092,0.30431540357973624
0.46969951082549266,0.2575733051974648
0.43756588567063526,0.236909394979138
0.45572306874577434,0.27564070587389344
0.444339466457659,0.23080830102936567
0.4741877016686471,0.28594869239547965
0.46606952639657817,0.274927722022124
0.47755345067562927,0.2903424930819613
0.45873210564519357,0.2702640393565443
0.4573881157024607,0.2858642432272581
0.4637924143327258,0.30312246102565793
0.47686239433563804,0.29375922858881126
0.46657670670846363,0.2561514968617589
0.45375590846444697,0.26451470926398934
0.44088660124379586,0.2521141937362153
0.451870445481883,0.28053181066278227
0.4522146954455805,0.25858002310468614
0.46396228902509296,0.2595900992650308
0.4628233083331212,0.2645911371632798
0.4695983568660902,0.28181139121586557
0.46888712483837636,0.28094315435088074
0.46509468618448496,0.2766011586879146
0.45840588764009554,0.27151245458684614
0.45519362270259744,0.2800551233073777
0.45198574218399884,0.2460906886948123
0.44170980392564674,0.2599256140197686
0.4752422325106638,0.27106274683520504
0.4543691445832913,0.265369493037377
0.4694146031924181,0.2895030940451187
0.4629111667948395,0.2826555417899818
0.4506745051049793,0.271016495870342
0.45830990691737267,0.24459676405050726
0.45673645679475755,0.25034056979886915
0.45669134898422686,0.25232566462394473
0.4648925463285011,0.2877934811280205
0.45726789026424763,0.26533015922441366
0.4580417266493421,0.27507832855993286
0.46309535941235563,0.2947495525863603
0.4610473645631883,0.25255013186746317
0.4488388373696069,0.2584185230944403
0.44740643438447897,0.2446817155633718
0.4759662217180029,0.31529754938446847
0.45647986940304053,0.270911679007184
0.4711764757870918,0.27433408732634235
0.4426375810495701,0.25396337198567304
0.4540513478422918,0.2802722434310875
0.4640566661465947,0.2894748398536017
0.43734190363385195,0.25739146241170513
0.43485976044455843,0.23507907475783107
0.46175477133276577,0.2585153647877017
0.45534497193062845,0.25251291903042217
0.4620015050533817,0.2654560607248977
0.4755351557764113,0.2989830923605049
0.4643724485579441,0.275871692387453
0.45455859698190854,0.27813138163319845
0.45081350073230525,0.24355985306057273
0.47651299909915656,0.29968769341802465
0.4653291612795567,0.25745348612197594
0.46435960038029434,0.2794968050354706
0.4455089057392942,0.24995208241802305
0.46946458585665835,0.2778453436432597
0.45069815971944255,0.2728767405158253
0.4597538098234016,0.2649396004873236
0.46269472891361224,0.28996586593971635
0.4556343841628879,0.2695921790123262
0.462944893219856,0.2652520178761097
0.45684840038230073,0.24608288493995556
0.4598621975072731,0.27146245369726096
0.4592105589387722,0.2624672359302688
0.4632863271277595,0.2643320518529764
0.45182002097122725,0.24239554813239242
0.45836497117746666,0.28011561052838924
0.45484001937683494,0.2698923770874974
0.4618751188526071,0.29682785268550366
0.4592987815865714,0.2727712725259745
0.4653054053534517,0.2664941825635614
0.4539740244755659,0.28068191819736593
0.45999135384939766,0.2791792417500545
0.4559083091303572,0.266774179483561
0.44402945966815593,0.24999061130196926
0.45024951571418076,0.2704754161028584
0.46102085560179784,0.2540715504414859
0.4670787041957138,0.26690801860458235
0.43834128323698957,0.24938247687485646
0.46423651544394134,0.2820282190115401
0.4480413353403885,0.25975367277307726
0.45046700111928045,0.25464769599525927
0.45311914095081873,0.2516983483730834
0.432146710047117,0.2227734262636033
0.45860036449549496,0.27359488478127253
0.4527562574340882,0.239562016306594
0.45310239083293913,0.2577270752268444
0.4523759126501393,0.25947145196869925
0.4493563197005321,0.2577425362501691
0.46367767316944614,0.2617818757017146
0.44670541295814087,0.2707827905437659
0.47242706416485203,0.27782949006970165
0.46878183582495325,0.2763551790254041
0.4578027371920276,0.2485407515527875
0.4624997085876636,0.2573387172287378
0.47098134321648594,0.30032161345034797
0.4413810734175986,0.2564900636364054
0.4688991135784704,0.2841580258366857
0.4616837781288541,0.27587604590714515
0.44897479736712853,0.2698098652915976
0.4503184129171496,0.257734755363438
0.44002833212730885,0.24364553231209274
0.4385985889885131,0.24697573179814905
0.4746088752210089,0.27754659868268516
0.45607582812568703,0.2674519568863506
0.4477565037111462,0.26852771570466755
0.45343448304011197,0.2422610563019084
0.46983078689266733,0.297470432922725
0.47041594553573335,0.28870916363165205
0.4627658136498886,0.26917492297192624
0.4534261445375838,0.2690722680902219
0.4471554795274488,0.2700591855138116
0.4592014640040111,0.25970097362441225
0.4556494355910357,0.28204398727717084
0.4571632045765017,0.2525097508812811
0.4666510958751575,0.2607548866976431
0.44784605446976566,0.284084916838833
0.44992553593310836,0.27126093381378713
0.4620524405330836,0.27638046897705326
0.4510627862708218,0.27260809654921847
0.457173380661929,0.27861281557665896
0.45519503599006067,0.24871295302485108
0.4848301588948754,0.2930134085728837
0.4321868361720575,0.2448097707238048
0.45542485801358995,0.2792885124973531
0.4754010989732931,0.2864196834645927
0.44258094811619286,0.25583602696553703
0.4430706378019746,0.2445312700401748
0.4514661952982555,0.2568125893563248
0.4594643526569014,0.2750291992643865
0.4542340286267813,0.25140518442989374
0.4465277877619513,0.26040659597806004
0.44807988604543864,0.24758025335928138
0.4479471886931442,0.25677958504310916
0.4696879562679861,0.28097860171050765
0.46098390305086967,0.2598407517037847
0.4539775491833651,0.24422071885722366
0.47210263701811145,0.2756988550268503
0.4736233800233154,0.28013563052601675
0.4639962107176469,0.2925154686479349
0.452202875795641,0.28262954694788966
0.45447655075955956,0.2547340172507498
0.4575794635197018,0.2831056275690575
0.4529423085588165,0.26619350285520926
0.4505864514729864,0.24329958264868146
0.46222660065068566,0.270215475632178
0.464968287826045,0.26028620014580933
0.4573290577706676,0.2682811674895779
0.44105123973564175,0.26523683634510536
0.4628806087679131,0.2838229254756236
0.4757071187917532,0.28988493119573433
0.4619832305027644,0.25922246628221784
0.4495985318469857,0.2569444896499596
0.4496946656409436,0.2625075964154148
0.4662022086417815,0.2582652098661022
0.44696902010218525,0.2817093550348309
0.4398236458403341,0.23558514624695068
0.4417500049051289,0.2660196664029892
0.44738648251710506,0.26115120245627693
0.4516456907996522,0.25115443376341356
0.4403900934890531,0.2596110403028465
0.4574643972990751,0.2517615881212328
0.45918136194323855,0.24987713081960913
0.46934067333661605,0.2815445068628599
0.4519195981604739,0.2516528615235982
0.45212232952106585,0.28391328857108866
0.45292090092108667,0.2705845857052759
0.46720466938175154,0.2876402773474868
0.4529146272622653,0.2461950840485791
0.45667293582985097,0.28169602577971226
0.45410277790893155,0.25720865822393113
0.4570662452899647,0.2863818890905617
0.4689688410860546,0.2775549833974263
0.4602420490671332,0.254628348910333
0.4590401029642387,0.25689489833101603
0.4520291538611319,0.23768574503277806
0.45651013885557745,0.2553920930799316
0.454681287033343,0.2764666258783212
0.45448563315221846,0.2574119792853468
0.4513565556944626,0.27276496453878263
0.4563024445956801,0.2599844791409518
0.4505563928601089,0.2326063913424531
0.4474352628592715,0.2689944673379809
0.44597394433190074,0.25602308082488656
0.4604671360599659,0.2501579247731055
0.4669426571663703,0.2919198948640084
0.4592939923460783,0.2745298828509845
0.441057486865589,0.22653143497420175
0.46766677031803683,0.27985057813124425
0.45066164125752284,0.2640140377416748
0.4538111786787198,0.2600174653813576
0.45604597403802477,0.28091458814022524
0.4619894586534955,0.2851105044057191
0.45683528669442264,0.28479541761522664
0.45780794656290696,0.25313468851318505
0.43883061105662385,0.2740406439410856
0.46285333896355985,0.2998502816336545
0.4602763573550324,0.26881642303584763
0.4480133430477362,0.2720559643639337
0.44919181827192994,0.2574836078149111
0.46393974515477426,0.2739230213160482
0.4455905269166913,0.26978109711375337
0.459570864179275,0.27803041075583557
0.46356844217637905,0.288231260369555
0.45806743989253224,0.27586273389076105
0.45938845111989507,0.2690549783018561
0.45005809598503943,0.21963867418257993
0.44762981579750494,0.2788805997623261
0.44974132532265015,0.2748925847291018
0.46023561209561975,0.27986715883483265
0.4567273615297408,0.28270720865025567
0.44916638157605376,0.2453637358649839
0.46729290490689906,0.28270964371681506
0.4430123538437749,0.24468962494116206
0.4527742715474521,0.26300705211890296
0.4537542057546423,0.2732484139553979
0.44814863056443444,0.24281086990995154
0.4549345271776199,0.2744452252844741
0.46483099693023483,0.2673698976806054
0.46337199253858846,0.25799935654975337
0.4507317947885246,0.267221832849199
0.45647958537790934,0.27164126395172805
0.454396347933112,0.22283874992022498
0.4564128199123528,0.2643671351447418
0.45931846369357177,0.25930600699401524
0.4648846231181325,0.25843326960541174
0.4425975698573109,0.2636037670872476
0.45422259497935985,0.26272969428032783
0.4417040309645053,0.23706499946223522
0.44920597482474695,0.24439955016634635
0.48051125145515255,0.26011923876406384
0.47851430051219124,0.29215916728789243
0.46449246177184017,0.27923184435343884
0.4584054411556329,0.2749938800920832
0.4542196566796474,0.27107481492144586
0.4461821451029397,0.2986223261935276
